bathrooms,bedrooms,car_spaces,floor_area_m2,land_size_m2,price_php
2,3,0,112.5,72.0,4731695.0
3,3,1,139.8,258.0,11176500.0
1,2,1,44.5,58.8,1461000.0
3,3,0,93.0,112.0,8714000.0
2,3,0,75.0,168.0,4500000.0
2,2,1,47.0,50.0,1900000.0
2,3,0,50.0,50.0,1900000.0
6,4,2,258.0,169.0,18000000.0
1,1,1,30.0,65.0,1704000.0
2,3,2,167.0,135.0,9356600.0
3,3,2,306.23,252.0,17954025.0
3,4,0,150.0,234.0,18109688.0
2,3,1,54.0,80.0,2700000.0
1,3,0,75.0,120.0,4925000.0
2,4,0,106.0,94.0,3441600.0
2,5,0,218.0,216.0,38880000.0
1,2,1,41.0,92.0,2901000.0
1,1,1,28.0,72.0,1810500.0
3,5,1,166.0,216.0,12239000.0
3,3,1,80.0,140.0,7126876.0
3,4,2,125.0,158.0,7900000.0
7,9,3,600.0,900.0,20000000.0
3,3,2,77.91,72.96,4300000.0
2,3,1,56.0,120.0,4011688.0
1,2,0,44.0,56.0,2177940.0
3,4,0,120.0,1210.0,7725000.0
3,4,0,148.92,180.0,12300820.0
2,3,0,70.0,98.0,3606616.0
3,5,1,142.0,143.0,8659792.0
4,3,0,271.92,517.0,39786465.0
2,3,0,51.0,75.0,2300000.0
5,6,0,197.0,319.0,15000000.0
2,3,1,150.0,240.0,11000000.0
2,3,1,64.0,106.0,5737000.0
5,4,0,255.0,64.0,27900000.0
3,3,4,208.0,243.0,33200000.0
4,4,2,370.0,263.0,27000000.0
5,5,3,400.0,3500.0,32000000.0
3,3,0,292.0,188.0,5600400.0
4,5,4,762.0,762.0,320000000.0
2,3,0,84.0,120.0,5924140.0
3,4,0,99.0,85.0,5645045.0
3,4,0,83.0,99.0,6768000.0
3,5,0,142.0,163.0,10829000.0
3,4,1,83.0,99.0,8116000.0
3,4,0,129.0,157.0,12372500.0
3,4,0,110.0,120.0,7100000.0
3,3,0,121.0,120.0,7305000.0
3,5,2,113.0,329.0,15075900.0
3,3,0,240.0,612.0,13500000.0
2,2,0,48.0,89.0,6757000.0
5,4,4,300.0,312.0,22000000.0
3,4,2,165.0,102.0,9200000.0
3,3,0,138.0,113.0,9755000.0
2,2,0,53.0,88.0,5006485.0
3,5,1,142.0,140.0,8937000.0
2,2,0,53.0,88.0,4278348.0
3,4,0,83.0,110.0,6271000.0
1,2,0,40.0,60.0,3002000.0
1,3,0,42.0,195.0,3441000.0
1,2,0,42.0,60.0,2850000.0
1,2,1,40.0,60.5,2200000.0
3,4,0,110.0,100.0,6829560.0
1,2,0,45.0,65.0,1907500.0
2,3,0,50.0,80.0,4364016.0
3,3,2,380.0,156.0,23000000.0
4,4,0,370.0,1019.0,305700000.0
4,4,0,325.0,235.0,24000000.0
1,5,0,677.0,1107.0,405000000.0
2,3,0,88.0,66.0,6529000.0
4,4,4,328.0,324.0,45329000.0
1,2,0,70.0,180.0,4800000.0
3,3,2,210.0,178.0,12000000.0
3,4,2,93.0,112.0,9953400.0
2,3,1,50.0,50.0,1990000.0
2,3,1,52.0,96.0,3476000.0
3,3,0,94.75,54.0,4180000.0
3,5,0,100.0,183.0,8590000.0
3,3,1,89.0,185.0,7067600.0
3,4,2,200.33,150.0,9350000.0
2,2,1,48.26,50.0,2900000.0
2,2,0,53.0,88.0,4693000.0
2,3,1,52.0,80.0,3476000.0
3,3,0,120.0,110.0,7100000.0
3,3,1,105.0,81.0,5980000.0
3,4,0,149.0,182.0,5684520.0
2,3,0,50.0,50.0,1992000.0
4,3,3,345.0,110.0,38800000.0
3,5,1,97.0,110.0,8758000.0
3,3,1,280.0,254.0,16695000.0
3,4,0,140.0,91.5,11500000.0
2,3,0,113.0,191.0,13416000.0
3,3,0,78.0,82.0,5100000.0
2,3,1,54.0,80.0,3064269.0
1,2,0,40.0,40.0,2170000.0
2,2,0,75.0,122.0,4750000.0
2,2,0,50.0,46.0,3170000.0
3,3,0,93.0,112.0,10727200.0
1,1,1,32.0,54.0,2128935.0
2,3,0,52.0,80.0,3476000.0
1,2,0,33.6,30.1,672000.0
2,3,0,60.0,80.0,4530262.0
3,3,0,111.59,156.0,8119832.0
2,3,1,84.0,120.0,6551400.0
1,2,1,36.0,81.0,1870000.0
1,2,0,55.0,110.0,3071500.0
2,3,0,66.0,133.0,6224000.0
2,3,0,66.0,99.0,5665000.0
4,4,0,93.0,112.0,9953400.0
2,3,1,65.0,117.0,7852000.0
2,3,0,52.0,80.0,3470000.0
2,4,1,72.0,161.0,11386000.0
1,2,0,36.0,80.0,3333000.0
2,2,0,53.0,88.0,4502000.0
2,3,0,66.0,110.0,5556000.0
1,2,2,85.0,99.0,6955000.0
4,5,1,91.5,140.0,11500000.0
2,4,0,163.0,376.0,16323300.0
1,1,0,39.0,89.0,2800000.0
2,3,0,86.0,51.7,4877700.0
6,6,0,700.0,335.0,33000000.0
5,5,0,525.0,306.0,25000000.0
4,5,2,255.0,165.0,13500000.0
5,5,4,326.0,350.0,26000000.0
2,3,0,63.0,67.0,4000000.0
2,3,0,83.0,300.0,4400000.0
2,3,0,89.0,52.0,5591250.0
3,4,2,211.0,176.0,13000000.0
3,3,0,201.0,215.0,15000000.0
2,3,0,114.0,179.0,13299000.0
2,3,0,40.0,45.0,1700000.0
2,3,0,78.0,80.0,5000000.0
2,3,2,90.0,170.0,3200000.0
4,4,4,294.0,429.0,17500000.0
2,3,1,79.0,95.0,3800500.0
1,1,1,42.66,88.0,1966500.0
3,3,1,90.0,100.0,6425740.0
1,2,0,44.0,36.0,1100000.0
3,3,2,240.0,149.0,12000000.0
2,4,0,275.0,630.0,100000000.0
2,3,0,83.0,131.0,7989800.0
2,4,0,250.0,325.0,75000000.0
7,6,0,700.0,317.0,65000000.0
2,2,2,74.55,172.0,4500000.0
1,2,1,44.0,50.0,1532000.0
2,3,0,50.0,77.0,2270100.0
3,4,2,278.0,329.0,22000000.0
2,3,0,94.0,89.0,4646565.0
1,3,1,90.0,100.0,4800000.0
1,3,0,60.0,80.0,4100000.0
2,2,0,76.18,66.0,3600000.0
3,7,2,236.0,309.0,9500000.0
1,2,1,38.0,51.0,2630588.0
2,3,1,52.0,80.0,3660160.0
1,2,0,58.0,52.0,2338360.0
3,4,2,110.0,100.0,6834440.0
3,4,2,115.0,79.0,6200000.0
1,2,0,46.0,36.0,1700000.0
2,2,1,157.48,102.0,3500000.0
2,3,0,72.0,100.0,5632740.0
2,4,0,81.0,100.0,4273500.0
1,2,0,44.0,36.0,1152968.0
1,2,0,47.25,66.0,4368820.0
2,2,0,63.34,80.0,3000000.0
2,3,0,56.0,120.0,3713871.0
2,3,0,50.0,100.0,1800000.0
3,3,2,135.0,80.0,6700000.0
2,5,0,200.0,320.0,7500000.0
2,3,0,99.0,91.0,5025020.0
1,2,1,44.0,46.0,1908800.0
2,3,0,45.0,50.0,1800000.0
1,2,1,43.0,48.0,1426000.0
1,2,0,44.0,46.0,1894000.0
2,2,1,50.0,133.0,3971632.0
2,2,0,65.0,40.0,1409513.0
2,4,1,450.0,800.0,10000000.0
3,5,2,174.0,137.0,6441050.0
4,5,0,297.0,167.0,4200000.0
4,3,0,600.0,859.0,25000000.0
3,4,0,168.0,180.0,8800000.0
2,3,1,84.0,47.0,4500000.0
6,4,2,335.0,190.0,15000000.0
2,3,0,52.0,80.0,3660160.0
1,1,1,150.0,50.0,1400000.0
3,5,3,145.0,300.0,10551980.0
3,3,1,160.0,90.77,20685147.0
1,2,0,45.0,65.0,1900000.0
2,3,2,210.0,180.0,11500000.0
1,2,0,42.0,150.0,2452800.0
1,2,1,84.57,88.0,3839830.0
3,4,1,129.0,157.0,12372500.0
2,3,0,80.0,109.0,5727900.0
2,4,1,70.0,60.0,5200200.0
3,5,0,181.0,182.0,7708800.0
2,3,1,55.0,55.0,3044000.0
2,3,1,84.0,95.0,4098050.0
1,2,0,45.0,36.0,1650000.0
3,3,2,211.0,242.0,24000000.0
1,2,1,39.64,111.0,2941900.0
2,3,1,104.19,72.0,5095000.0
2,3,0,54.0,96.0,3242547.0
2,3,1,80.0,60.0,4900000.0
1,2,0,40.0,60.5,2000000.0
5,4,0,785.0,1350.0,495023000.0
1,5,0,330.0,150.0,28000000.0
2,3,1,71.0,150.0,5300000.0
2,3,1,54.35,48.0,2898000.0
3,3,1,65.0,90.0,3200000.0
3,3,1,143.0,27.0,13150000.0
2,3,1,70.0,102.0,5000000.0
3,4,0,300.0,397.0,7000000.0
3,3,1,103.0,200.0,10000000.0
1,2,0,54.0,84.0,1733000.0
4,6,2,340.0,450.0,30000000.0
2,3,2,90.0,80.0,5000000.0
3,5,0,158.0,240.0,9930000.0
1,2,0,44.0,36.0,1267000.0
2,3,2,53.6,84.0,3630100.0
4,3,0,130.0,252.0,6500000.0
4,4,2,285.0,195.0,15000000.0
2,3,2,112.0,80.0,3883448.0
3,4,0,150.0,280.0,14000000.0
2,5,0,100.0,120.0,4000000.0
1,1,0,34.0,112.0,2300000.0
1,2,1,90.0,90.0,2500000.0
2,4,0,300.0,362.0,8000000.0
3,4,5,250.0,476.0,27000000.0
3,3,2,91.92,112.0,8649200.0
2,3,1,50.0,60.0,2600000.0
1,1,0,18.0,70.0,935963.0
2,3,0,68.52,80.0,4410000.0
1,1,1,27.21,60.0,1425000.0
3,5,2,159.0,137.0,6441050.0
3,3,1,147.0,294.0,7280900.0
2,3,0,113.31,204.0,5195971.0
2,3,0,92.0,160.0,4637600.0
3,3,1,165.0,132.0,16000000.0
1,2,0,45.2,45.5,1884000.0
1,2,0,30.0,30.0,2945000.0
1,2,0,40.0,44.0,1969811.0
2,3,1,100.0,150.0,5155000.0
2,3,1,99.0,91.0,4006200.0
3,4,1,94.0,52.0,3518000.0
2,3,1,62.0,80.0,3054085.0
3,4,1,143.0,27.0,13150000.0
4,3,4,311.1,300.0,19000000.0
1,2,0,44.0,36.0,956000.0
3,3,1,100.0,200.0,6654000.0
3,3,1,161.84,161.84,9411072.0
2,3,1,75.0,120.0,4961379.0
2,3,0,220.0,150.0,28500000.0
3,4,0,400.0,233.0,20500000.0
2,3,2,112.36,80.0,4220660.0
2,3,0,105.85,102.0,4682922.0
2,2,0,48.0,57.0,3200000.0
4,4,2,335.55,190.0,15000000.0
3,4,2,92.0,112.0,8167300.0
2,3,1,65.0,90.0,2860900.0
2,2,0,100.0,200.0,2500000.0
1,1,0,60.0,100.0,4600000.0
2,2,1,80.0,72.0,5200000.0
2,3,0,84.0,65.0,5800000.0
2,5,1,250.0,150.0,11000000.0
3,3,1,110.0,46.0,9700000.0
1,4,0,360.0,190.0,16500000.0
1,2,0,44.0,36.0,1275000.0
5,6,2,300.0,225.0,15000000.0
2,3,0,85.0,89.0,3539965.0
3,5,0,166.0,160.0,10569000.0
3,3,2,166.0,130.0,8900000.0
3,4,2,178.68,169.96,12800000.0
6,5,0,431.0,431.0,62000000.0
3,4,0,107.0,121.0,4927670.0
3,5,3,370.0,240.0,16900000.0
5,5,10,1100.0,420.0,388000000.0
8,8,6,800.0,926.0,400000000.0
2,3,0,73.1,54.0,5330000.0
5,6,3,260.0,163.0,17500000.0
5,4,2,220.0,80.0,10000000.0
6,3,2,700.0,286.0,70000000.0
2,3,0,84.0,91.0,4836920.0
2,4,0,110.0,119.0,7893939.0
2,2,1,65.0,56.25,5000000.0
9,8,6,1210.0,940.0,110000000.0
2,3,1,54.35,48.0,2500000.0
4,4,3,319.19,79.8,42800000.0
1,1,0,1245.0,1245.0,149400000.0
1,2,1,42.0,60.0,2509140.0
2,2,0,60.0,52.0,2650000.0
5,4,3,380.0,300.0,42000000.0
3,4,3,400.0,251.3,15000000.0
3,3,4,500.0,525.0,230000000.0
5,5,2,400.0,264.0,25000000.0
3,4,0,142.0,121.0,5826040.0
3,3,0,93.0,112.0,8556000.0
3,3,0,149.0,166.0,18000000.0
2,3,0,99.0,89.0,4547400.0
3,4,0,400.0,1104.0,15000000.0
2,3,0,51.0,75.0,2100000.0
2,3,0,63.2,80.0,4000000.0
3,4,0,600.0,616.0,42000000.0
2,3,0,80.0,100.0,4834240.0
3,4,2,117.0,120.0,8062500.0
3,4,0,124.0,133.0,7295187.0
2,3,1,75.0,120.0,5486000.0
1,3,1,54.0,80.0,2400000.0
4,5,2,260.0,156.0,18500000.0
1,2,0,49.0,50.0,3830000.0
3,4,2,96.0,54.0,7500000.0
5,4,2,375.0,1275.0,19000000.0
5,3,0,113.0,50.0,5500000.0
2,3,0,180.0,414.0,12000000.0
4,4,0,600.0,940.0,130000000.0
6,5,5,440.0,376.0,55000000.0
4,4,2,292.2,682.0,22500000.0
2,3,0,82.0,150.0,4975200.0
2,3,0,66.0,88.0,3103000.0
4,4,2,215.04,55.68,13500000.0
1,2,0,50.2,80.0,2350000.0
7,6,0,500.0,1000.0,50000000.0
3,4,2,90.0,110.0,6219908.0
5,5,3,420.0,350.0,35000000.0
3,3,0,200.0,343.0,15500000.0
5,4,2,220.0,168.0,19000000.0
4,3,0,370.0,189.0,84000000.0
4,5,4,321.0,1493.0,40000000.0
4,6,0,300.0,316.0,6500000.0
2,2,0,40.0,72.0,2349000.0
1,2,0,95.0,120.0,2000000.0
3,4,2,110.0,100.0,3472000.0
2,3,1,70.0,200.0,7872000.0
2,3,1,99.0,91.0,5075070.0
3,4,2,146.0,188.0,6227648.0
4,4,2,180.0,130.0,8500000.0
3,3,2,92.0,112.0,9180900.0
1,2,0,40.0,85.0,1600000.0
1,2,0,36.0,120.0,1500000.0
1,2,0,44.0,35.0,1746000.0
3,3,2,155.48,61.5,20000000.0
2,3,1,63.25,54.0,3696000.0
5,5,4,800.0,600.0,70000000.0
3,3,0,390.0,398.0,120000000.0
3,3,2,92.0,112.0,9100000.0
5,5,2,360.0,180.0,20800000.0
2,2,1,47.0,50.0,2100000.0
5,4,2,244.0,99.0,23000000.0
1,2,0,35.1,80.0,1650000.0
2,3,1,105.85,102.0,4682922.0
2,3,0,95.0,89.0,3886456.0
3,4,0,142.0,121.0,5776760.0
3,5,0,181.0,145.0,7939800.0
1,2,0,51.0,52.0,2070000.0
2,3,1,62.0,80.0,3025658.0
4,4,2,220.0,141.0,18500000.0
5,4,0,700.0,1105.0,72756250.0
1,4,3,250.0,333.0,35000000.0
1,2,1,42.0,90.0,3200000.0
3,3,0,110.0,80.0,6500000.0
4,3,0,400.0,960.0,80000000.0
1,1,0,36.0,150.0,2272800.0
1,4,0,866.0,1478.0,550000000.0
7,6,7,820.0,247.0,95000000.0
5,5,0,651.0,141.0,88000000.0
3,3,1,147.0,113.0,6520360.0
3,5,2,158.0,192.0,6840000.0
3,3,0,147.0,126.0,6182110.0
2,3,1,94.0,91.0,3760900.0
5,5,4,374.0,324.0,45329000.0
3,5,1,85.0,99.0,8569000.0
1,2,0,40.0,65.0,1600000.0
1,2,0,52.0,80.0,1817900.0
3,5,2,150.0,150.0,7500000.0
4,5,0,163.0,376.0,13987200.0
5,4,4,400.0,575.0,22000000.0
1,2,0,40.0,60.5,1900000.0
1,2,0,78.48,46.0,2635000.0
2,3,0,82.0,98.0,4730620.0
4,4,0,249.45,50.4,23000000.0
2,3,1,60.0,50.6,4400000.0
2,3,0,103.0,200.0,9022000.0
2,3,0,119.0,76.0,11500000.0
2,4,0,100.0,120.0,4900000.0
2,2,0,162.0,118.0,8400000.0
2,3,2,113.0,180.0,9925400.0
1,2,1,45.02,45.0,1785000.0
4,4,2,290.0,306.0,50000000.0
1,3,0,72.25,50.0,3567750.0
2,3,0,66.0,99.0,6122000.0
1,2,0,47.0,40.0,1113750.0
5,6,0,639.0,1000.0,25000000.0
3,4,2,180.0,100.0,9800000.0
3,3,4,264.0,167.0,15000000.0
3,3,1,104.0,70.0,7500000.0
8,12,0,500.0,1032.0,220000000.0
4,5,0,372.0,300.0,16000000.0
4,4,6,350.0,1056.0,85000000.0
1,2,1,37.3,169.0,2844000.0
3,4,1,198.26,217.0,7676915.0
1,3,0,86.0,72.0,2650000.0
3,3,1,123.8,140.0,5493461.0
3,4,1,167.0,154.0,7841100.0
3,4,2,119.0,150.0,6500000.0
3,5,1,100.0,121.0,7707000.0
1,3,1,40.0,40.0,1880600.0
2,4,2,80.0,120.0,3775000.0
2,3,2,55.0,80.0,3700000.0
3,3,2,90.0,100.0,5978000.0
3,3,1,74.26,80.0,5700000.0
3,4,2,110.0,100.0,6756360.0
2,2,1,71.0,120.0,3124880.0
2,3,2,90.0,60.0,4800000.0
2,2,1,53.0,70.0,4200000.0
3,5,1,100.0,121.0,6592000.0
2,3,2,90.0,80.0,5300000.0
2,3,1,55.0,80.0,3000000.0
2,3,1,66.0,131.0,5898000.0
2,2,1,53.0,50.0,4200000.0
2,3,1,72.0,100.0,5690000.0
2,3,1,60.0,50.0,2395000.0
2,3,1,60.0,50.0,2395000.0
1,3,1,79.13,60.0,2406200.0
4,4,2,171.5,176.0,8557360.0
3,4,1,149.19,176.0,7032800.0
4,4,2,174.66,176.0,8381730.0
2,3,1,65.0,60.0,2945000.0
3,4,1,136.25,176.0,7413780.0
3,5,1,142.0,121.0,7751000.0
3,5,2,166.0,142.0,8982000.0
4,4,2,206.0,231.0,8795130.0
2,3,1,72.0,88.0,3800000.0
2,2,1,59.0,88.0,3100000.0
3,4,1,83.0,99.0,5969000.0
2,3,1,67.0,150.0,5036925.0
1,2,1,46.0,120.0,4300000.0
2,3,2,112.36,80.0,5182963.0
3,5,2,142.0,142.0,9045570.0
3,5,2,166.0,210.0,12167725.0
3,4,1,83.0,99.0,6400000.0
2,3,1,78.0,70.0,6500000.0
4,4,1,107.78,120.0,5548360.0
2,3,2,112.36,80.0,5182963.0
2,3,1,81.0,110.0,4700000.0
3,5,1,140.0,121.0,7909100.0
3,4,1,160.0,154.0,6841640.0
3,4,2,100.0,120.0,7410000.0
3,5,1,107.0,141.0,5200000.0
3,4,1,147.23,176.0,7860710.0
2,3,1,109.5,120.0,5039190.0
2,3,1,65.0,60.0,2698000.0
3,5,2,150.0,150.0,7900000.0
3,5,2,166.0,166.0,12254710.0
1,3,1,62.5,50.0,2624075.0
2,2,1,96.2,100.0,4353328.0
2,4,1,70.0,60.0,3336800.0
1,3,1,40.0,40.0,1880600.0
3,3,1,119.1,104.0,5421509.0
2,3,1,60.0,50.0,2395000.0
1,3,1,40.0,40.0,1880600.0
2,4,1,70.0,60.0,3336800.0
2,3,2,100.0,200.0,11300000.0
3,3,1,121.4,98.0,4300000.0
1,3,1,50.0,50.0,2389000.0
2,3,1,72.0,100.0,5690000.0
1,2,1,50.0,60.0,1995000.0
3,3,2,90.0,100.0,5978000.0
2,3,1,117.24,120.0,6085537.0
2,3,2,112.36,80.0,5182963.0
1,3,1,79.13,60.0,2406200.0
2,3,1,84.0,120.0,6650000.0
2,3,1,75.0,112.0,5234791.0
3,4,1,91.0,110.0,4400000.0
1,3,1,62.5,50.0,2643963.0
2,3,1,75.0,112.0,5234791.0
3,4,2,100.0,120.0,7410000.0
2,3,1,80.0,92.0,5282600.0
1,3,1,78.73,63.0,2820800.0
3,4,2,110.0,100.0,6756360.0
3,4,1,149.19,176.0,7032800.0
2,4,1,115.08,176.0,6396780.0
3,4,1,178.7,176.0,9540880.0
2,3,1,65.0,60.0,2945000.0
1,2,1,42.0,60.0,1638000.0
2,3,1,66.0,99.0,5788000.0
3,5,1,100.0,194.0,8385000.0
2,4,1,124.22,143.0,6574890.0
4,4,2,176.62,168.0,8982815.0
2,3,1,66.0,88.0,5078000.0
2,3,1,66.0,99.0,6088000.0
2,3,1,72.0,100.0,5690000.0
2,3,1,80.0,92.0,5282600.0
2,3,1,84.0,120.0,6650000.0
2,3,2,119.0,98.0,8800000.0
1,2,1,53.0,52.0,2900000.0
3,5,1,179.02,176.0,8215625.0
2,4,1,115.08,132.0,6344860.0
1,3,1,60.0,80.0,2925600.0
1,1,1,41.0,60.0,1562440.0
2,3,1,55.0,50.0,3000000.0
2,3,1,80.93,60.0,2459200.0
3,5,1,100.0,121.0,6975000.0
3,5,1,100.0,110.0,7185000.0
2,3,1,75.0,112.0,5234791.0
3,3,1,123.42,150.0,6303625.0
2,4,1,80.0,103.0,4600000.0
3,5,1,140.0,121.0,8654000.0
3,4,2,110.0,100.0,6756360.0
2,3,2,103.0,143.0,6000000.0
3,4,2,100.0,120.0,7410000.0
2,4,1,115.08,176.0,6396780.0
4,4,2,171.5,176.0,8557360.0
2,3,2,55.0,80.0,3200000.0
2,3,1,66.0,99.0,5573800.0
2,3,1,53.0,180.0,9918340.0
3,5,2,166.0,143.0,9594100.0
3,4,1,85.0,110.0,6970000.0
3,5,1,142.0,140.0,9168000.0
2,3,1,72.0,92.0,4200000.0
2,4,1,96.0,153.0,5700000.0
2,2,1,40.0,45.0,2089739.0
1,3,1,50.0,50.0,2389000.0
2,3,1,80.0,92.0,5282600.0
3,3,2,90.0,100.0,5978000.0
3,3,1,129.0,221.0,9222110.0
2,3,1,84.0,120.0,6650000.0
2,2,1,71.0,120.0,3124880.0
2,3,1,82.3,98.0,4730620.0
2,4,1,83.0,140.0,6298845.0
2,3,1,75.0,80.0,5234791.0
2,3,1,75.0,80.0,5234791.0
3,5,1,100.0,110.0,7062300.0
3,5,1,142.0,143.0,8407000.0
2,3,2,93.0,108.0,4700000.0
2,2,1,74.0,88.0,3800000.0
2,4,1,70.0,60.0,3336800.0
2,2,1,111.0,100.0,4851616.0
2,2,1,40.0,45.0,2089739.0
2,3,1,65.0,90.97,3430000.0
3,4,1,103.0,168.0,9614253.0
2,3,1,73.0,140.0,5692980.0
2,2,1,48.26,50.0,3280000.0
2,3,1,80.93,60.0,2459200.0
1,3,1,60.0,80.0,2925600.0
3,4,2,150.0,200.0,14100000.0
1,2,1,52.0,80.0,1817900.0
1,3,1,78.73,63.0,3177163.0
2,4,1,144.87,154.0,8215525.0
3,3,1,129.0,388.0,10953047.0
3,4,2,206.0,388.0,12864917.0
2,4,1,96.84,98.0,5379890.0
1,3,1,50.0,50.0,2389000.0
3,4,2,173.1,168.0,9440500.0
2,3,1,78.0,160.0,6265385.0
2,3,1,66.0,88.0,5592000.0
4,4,2,171.42,213.0,8300000.0
2,4,1,85.0,199.0,8011000.0
3,4,1,144.88,213.0,7600000.0
2,3,1,65.0,60.0,2945000.0
2,3,1,72.0,100.0,4436364.0
3,4,2,100.0,120.0,6379520.0
2,4,2,80.0,120.0,5337920.0
2,3,1,60.0,100.0,3198000.0
2,3,1,52.0,80.0,4080345.0
2,3,2,284.0,150.0,9850000.0
2,3,1,60.0,80.0,4530262.0
1,3,1,51.0,50.0,2044000.0
4,4,3,250.0,300.0,37500000.0
4,4,1,226.0,156.0,16500000.0
5,5,2,340.0,305.0,35000000.0
2,3,1,54.0,88.0,3200000.0
3,3,2,169.44,128.0,8600000.0
4,4,2,258.56,195.0,11200000.0
1,2,1,36.0,44.0,2553100.0
2,3,1,55.0,48.0,3300000.0
3,4,1,280.0,252.0,14900000.0
3,4,2,264.0,216.0,16800000.0
3,2,2,277.0,298.0,12000000.0
3,3,3,240.0,271.0,14000000.0
1,2,1,40.7,80.0,2200000.0
2,3,2,209.0,150.0,9250000.0
2,3,1,88.0,53.66,5898000.0
1,2,1,50.0,60.0,1700000.0
4,4,7,700.0,1105.0,76000000.0
3,3,2,93.0,112.0,9010000.0
2,3,2,200.0,300.0,98000000.0
4,4,3,255.0,193.0,20000000.0
2,3,2,169.0,128.0,8600000.0
5,5,2,368.78,282.0,27500000.0
3,3,1,51.0,50.0,2044000.0
3,4,2,187.0,186.0,14116026.0
3,3,2,93.0,112.0,9013000.0
3,4,2,90.0,100.0,6056080.0
4,4,2,400.0,309.0,35000000.0
3,3,2,112.0,70.0,7500000.0
5,5,2,253.0,150.0,14500000.0
5,5,2,342.0,158.0,16800000.0
3,3,2,92.0,112.0,9900000.0
3,9,8,600.0,1144.0,12500000.0
3,4,2,150.0,338.0,6500000.0
2,3,1,85.0,70.0,4837250.0
3,3,2,177.58,42.88,13658000.0
2,3,1,105.0,123.0,7701600.0
4,4,2,210.85,72.71,16000000.0
2,3,1,99.0,112.5,3440000.0
2,3,1,90.0,110.0,5460000.0
2,2,1,100.0,56.0,4000000.0
5,5,5,675.0,555.0,195000000.0
2,2,1,62.0,62.0,5129046.0
4,3,2,139.0,50.4,9180000.0
3,4,2,122.94,112.5,4035600.0
3,4,2,80.0,96.0,7868000.0
3,4,2,420.0,300.0,24900000.0
4,3,4,300.0,114.0,50000000.0
4,4,2,374.0,324.0,45329000.0
1,2,1,45.0,50.0,1152000.0
4,5,6,312.68,162.0,40000000.0
2,2,1,73.0,70.0,2866254.0
4,4,2,500.0,570.0,120000000.0
2,3,1,59.86,56.0,3800000.0
1,2,1,32.0,77.0,1440000.0
3,4,1,126.0,71.0,15500000.0
1,3,1,54.0,50.0,2044125.0
4,4,2,252.0,179.0,22400000.0
3,3,1,104.0,70.0,6300000.0
4,4,2,355.98,110.0,50000000.0
2,3,2,84.0,81.0,6200000.0
3,3,1,201.0,255.0,9000000.0
5,4,5,390.0,100.0,49500000.0
2,3,2,138.0,102.0,8800000.0
6,4,4,410.0,200.0,48800000.0
3,3,1,180.0,77.0,8500000.0
4,4,4,900.0,720.0,240000000.0
3,4,2,181.0,104.0,6700000.0
2,2,1,105.0,62.0,3800000.0
3,4,2,149.0,83.0,8500000.0
3,4,2,315.0,200.0,18500000.0
4,5,2,381.0,490.0,57000000.0
2,2,1,47.0,49.0,3808000.0
3,3,1,104.0,80.0,6000000.0
5,5,6,800.0,716.0,280000000.0
6,6,4,596.0,455.0,55000000.0
3,4,2,100.0,81.0,7200000.0
2,2,1,61.0,71.0,4677840.0
6,7,4,675.0,555.0,195000000.0
2,3,1,104.0,71.0,5600000.0
4,4,2,250.0,266.0,32000000.0
6,4,6,800.0,500.0,95000000.0
2,2,2,155.0,219.0,9500000.0
6,5,2,260.0,200.0,17000000.0
3,4,1,165.0,100.0,9675000.0
9,9,2,521.0,523.0,55000000.0
2,3,2,75.0,126.0,5100000.0
6,4,2,220.0,169.0,17000000.0
5,5,1,240.0,200.0,17800000.0
5,5,5,1200.0,600.0,190000000.0
2,3,2,161.0,52.0,22892000.0
5,5,4,650.0,512.0,32000000.0
2,2,1,95.0,51.0,4915000.0
3,3,1,180.0,98.0,8500000.0
2,3,2,60.0,80.0,4200000.0
4,4,2,269.0,100.0,27500000.0
2,3,1,60.0,80.0,4200000.0
3,3,1,114.0,25.76,8800000.0
2,4,2,180.0,300.0,25000000.0
5,5,5,850.0,663.0,105000000.0
5,5,3,450.0,400.0,49000000.0
7,12,7,2000.0,1382.0,165000000.0
1,2,1,50.2,80.0,2300000.0
2,3,2,200.0,210.0,6200000.0
4,4,1,240.0,150.0,9500000.0
2,3,2,90.0,89.0,5032000.0
1,1,1,42.0,84.0,2300000.0
5,3,1,165.0,206.0,10500000.0
3,4,2,167.5,125.0,10500000.0
2,3,2,180.0,68.0,12000000.0
2,4,2,120.0,88.0,9200000.0
2,3,1,106.0,25.0,7650000.0
2,3,1,117.0,67.0,7126000.0
4,3,1,188.0,105.0,8900000.0
1,3,1,100.0,51.3,6900000.0
5,5,2,470.0,426.0,136000000.0
2,4,2,200.0,238.0,12000000.0
3,5,4,450.0,300.0,22000000.0
2,2,2,160.0,180.0,17500000.0
4,5,2,187.0,80.0,11500000.0
3,3,1,170.0,68.0,7200000.0
3,5,2,302.0,358.0,22000000.0
3,4,1,113.0,230.0,7489944.0
2,3,1,94.0,89.0,4859800.0
3,3,2,165.0,50.0,13800000.0
1,2,3,70.0,156.0,10900000.0
4,4,2,272.0,267.0,20000000.0
3,3,2,232.0,150.0,16500000.0
6,7,4,800.0,555.0,195000000.0
3,4,2,85.0,80.0,5195000.0
2,3,1,105.45,57.6,5850000.0
5,5,4,500.0,338.0,41500000.0
3,3,1,189.65,200.0,13500000.0
